town_code,town,district,region,population,website,email,source,status
511579,Lupoč,Lučenec,Banskobystrický kraj,219,https://www.lupoc.sk,sekretariat@lupoc.sk,guessed,ok
511609,Mašková,Lučenec,Banskobystrický kraj,332,https://www.maskova.sk,obec.maskova@gmail.com,guessed,ok
580309,Mikušovce - Lučenec,Lučenec,Banskobystrický kraj,274,https://www.mikusovce.sk,obecnyurad@mikusovce.sk,guessed,ok
511625,Mučín,Lučenec,Banskobystrický kraj,784,https://www.mucin.sk,podatelna@mucin.sk,guessed,ok
511641,Mýtna,Lučenec,Banskobystrický kraj,1194,https://www.mytna.sk,webyportal@webygroup.sk,guessed,ok
511668,Nitra nad Ipľom,Lučenec,Banskobystrický kraj,379,,obecnitranadiplom@post.sk,none,no_website
511676,Nové Hony,Lučenec,Banskobystrický kraj,180,https://www.novehony.ocu.sk,obecnovehony@gmail.com,xls,ok
511692,Panické Dravce,Lučenec,Banskobystrický kraj,757,https://www.panickedravce.ocu.sk,oupdravce@stonline.sk,xls,ok
511706,Píla - Lučenec,Lučenec,Banskobystrický kraj,255,https://www.obecpila.sk,starosta@obecpila.sk,guessed,ok
511714,Pinciná,Lučenec,Banskobystrický kraj,217,https://www.pincina.sk,starosta@pincina.sk,guessed,ok
511722,Pleš,Lučenec,Banskobystrický kraj,190,https://www.obecples.sk,obecnyurad.ples@centrum.sk,guessed,ok
511749,Podrečany,Lučenec,Banskobystrický kraj,543,https://www.podrecany.sk,obec@podrecany.sk,guessed,ok
511757,Polichno,Lučenec,Banskobystrický kraj,133,https://www.polichno.sk/wp,kysel@polichno.sk,guessed,ok
511773,Praha,Lučenec,Banskobystrický kraj,78,https://obecpraha.sk,obecpraha@azet.sk,guessed,ok
511781,Prša,Lučenec,Banskobystrický kraj,212,https://www.obecprsa.sk,ocu.prsa@gmail.com,guessed,ok
511790,Radzovce,Lučenec,Banskobystrický kraj,1557,https://www.radzovce.sk,info@radzovce.sk,guessed,ok
511803,Rapovce,Lučenec,Banskobystrický kraj,934,https://www.obecrapovce.sk,matrika.rapovce@gmail.com,guessed,ok
511811,Ratka,Lučenec,Banskobystrický kraj,301,https://obecratka.sk,starosta.ratka@gmail.com,guessed,ok
511838,Ružiná,Lučenec,Banskobystrický kraj,855,https://www.ruzina.ocu.sk       www.ruzina.eu,starosta.ruzina@gmail.com,xls,ok
511854,Šávoľ,Lučenec,Banskobystrický kraj,549,https://obecsavol.sk,ocu.savol@gmail.com,guessed,ok
511862,Šiatorská Bukovinka,Lučenec,Banskobystrický kraj,298,https://www.siatbukovinka.sk,ocusiat.buk@stonline.sk,xls,ok
511871,Šíd,Lučenec,Banskobystrický kraj,1329,https://www.obec-sid.sk,obecsid@hotmail.com,guessed,ok
511846,Stará Halič,Lučenec,Banskobystrický kraj,656,https://www.starahalic.sk,starahalic@mail.t-com.sk,xls,ok
511897,Šurice,Lučenec,Banskobystrický kraj,485,https://obecsurice.sk,obecsurice179@gmail.com,guessed,ok
511901,Točnica,Lučenec,Banskobystrický kraj,421,https://www.tocnica.sk,obec@tocnica.sk,guessed,ok
511919,Tomášovce - Lučenec,Lučenec,Banskobystrický kraj,1344,https://www.tomasovce.sk,obec@tomasovce.sk,guessed,ok
511927,Trebeľovce,Lučenec,Banskobystrický kraj,900,https://www.obectrebelovce.sk,obectrebelovce@dkn.sk,xls,ok
557340,Trenč,Lučenec,Banskobystrický kraj,541,https://www.trenc.sk,info@trenc.sk,guessed,ok
511943,Tuhár,Lučenec,Banskobystrický kraj,345,https://www.tuhar.sk,obecnyurad@tuhar.sk,guessed,ok
511994,Veľká nad Ipľom,Lučenec,Banskobystrický kraj,930,https://www.velkanadiplom.sk,starosta@velkanadiplom.sk,xls,ok
512010,Veľké Dravce,Lučenec,Banskobystrický kraj,708,https://www.velkedravce.ocu.sk,obecvelkedravce@gmail.com,xls,ok
557307,Vidiná,Lučenec,Banskobystrický kraj,1773,https://www.vidina.sk,starosta@vidina.sk,guessed,ok
507831,Borinka,Malacky,Bratislavský kraj,826,https://www.obecborinka.sk,info@obecborinka.sk,guessed,ok
507890,Gajary,Malacky,Bratislavský kraj,3039,https://www.gajary.sk,starosta@gajary.sk,guessed,ok
507954,Jablonové - Malacky,Malacky,Bratislavský kraj,1337,,,none,no_website
507962,Jakubov,Malacky,Bratislavský kraj,1652,https://www.jakubov.sk,podatelna@jakubov.sk,guessed,ok
508012,Kostolište,Malacky,Bratislavský kraj,1706,https://www.kostoliste.sk,stavebnyurad@kostoliste.sk,guessed,ok
508021,Kuchyňa,Malacky,Bratislavský kraj,1712,https://www.obeckuchyna.sk,starosta@obeckuchyna.sk,guessed,ok
508039,Láb,Malacky,Bratislavský kraj,2019,https://www.obeclab.sk,stavebnyurad@obeclab.sk,guessed,ok
508055,Lozorno,Malacky,Bratislavský kraj,3054,https://www.lozorno.sk,starosta@lozorno.sk,guessed,ok
508063,Malacky,Malacky,Bratislavský kraj,17422,https://malacky.sk,silvia.greifova@malacky.sk,guessed,ok
504556,Malé Leváre,Malacky,Bratislavský kraj,1419,https://www.malelevare.ocu.sk,obecmalelevare@gmail.com,xls,ok
508080,Marianka,Malacky,Bratislavský kraj,2220,https://www.marianka.sk,info@marianka.sk,guessed,ok
508161,Pernek,Malacky,Bratislavský kraj,867,https://www.pernek.sk,starosta@pernek.sk,guessed,ok
504629,Plavecké Podhradie,Malacky,Bratislavský kraj,680,https://www.ppodhradie.sk,starosta@ppodhradie.sk,xls,ok
504637,Plavecký Mikuláš,Malacky,Bratislavský kraj,730,https://www.plaveckymikulas.sk,starosta@pmikulas.sk,xls,ok
508195,Plavecký Štvrtok,Malacky,Bratislavský kraj,2488,https://www.obecplaveckystvrtok.sk,slezak@obecplaveckystvrtok.sk,xls,ok
504769,Rohožník - Malacky,Malacky,Bratislavský kraj,3526,,,none,no_website
504858,Sološnica,Malacky,Bratislavský kraj,1615,https://www.solosnica.sk,stavebnyurad@solosnica.sk,guessed,ok
504874,Studienka,Malacky,Bratislavský kraj,1631,https://www.obecstudienka.sk,sekretariat.obecstudienka@gmail.com,guessed,ok
508233,Stupava,Malacky,Bratislavský kraj,12198,https://www.stupava.sk,info@stupava.sk,guessed,ok
508241,Suchohrad,Malacky,Bratislavský kraj,645,https://www.suchohrad.sk,starosta@suchohrad.sk,guessed,ok
504947,Veľké Leváre,Malacky,Bratislavský kraj,3615,https://www.levare.sk,ocuvl@levare.sk,xls,ok
508349,Vysoká pri Morave,Malacky,Bratislavský kraj,2305,https://www.vysokaprimorave.sk,obecnyurad@vysokaprimorave.sk,xls,ok
500267,Záhorie (vojenský obvod),Malacky,Bratislavský kraj,150,,,none,no_website
508365,Záhorská Ves,Malacky,Bratislavský kraj,1864,https://www.zahorskaves.sk,starosta@zahorskaves.sk,xls,ok
504980,Závod,Malacky,Bratislavský kraj,2881,https://obeczavod.sk,podatelna@obeczavod.sk,guessed,ok
508381,Zohor,Malacky,Bratislavský kraj,3399,https://www.obeczohor.sk,obecnyurad@obeczohor.sk,guessed,ok
512052,Belá - Dulice,Martin,Žilinský kraj,1255,https://www.beladulice.sk,starosta@beladulice.sk,xls,ok
512061,Benice,Martin,Žilinský kraj,358,https://www.benice.sk,info@benice.sk,guessed,ok
512079,Blatnica,Martin,Žilinský kraj,981,https://www.blatnica.sk,starosta@blatnica.sk,guessed,ok
512133,Bystrička,Martin,Žilinský kraj,1477,https://www.bystricka.sk,starosta@bystricka.sk,guessed,ok
512150,Ďanová,Martin,Žilinský kraj,562,https://www.danova.sk,danova@danova.sk,guessed,ok
512168,Diaková,Martin,Žilinský kraj,471,https://www.diakova.sk,starosta@diakova.sk,guessed,ok
512206,Dolný Kalník,Martin,Žilinský kraj,298,https://www.dolnykalnik.sk,ou@dolnykalnik.sk,xls,ok
512214,Dražkovce,Martin,Žilinský kraj,1058,https://www.obecdrazkovce.sk,andrea.mandova@obecdrazkovce.sk,guessed,ok
512257,Folkušová,Martin,Žilinský kraj,146,https://folkusova.sk,obecfolkusova@gmail.com,guessed,ok
512290,Horný Kalník,Martin,Žilinský kraj,188,,obechornykalnik@pobox.sk,none,no_website
512346,Karlová,Martin,Žilinský kraj,107,https://www.karlova.sk,info@moderneobce.sk,guessed,ok
512354,Kláštor pod Znievom,Martin,Žilinský kraj,1686,https://www.obecklastor.sk,starosta@obecklastor.sk,xls,ok
512371,Košťany nad Turcom,Martin,Žilinský kraj,1353,https://www.kostanynadturcom.sk,starosta@kostanynadturcom.sk,xls,ok
512389,Krpeľany,Martin,Žilinský kraj,1066,https://www.krpelany.sk,info@krpelany.sk,guessed,ok
512397,Laskár,Martin,Žilinský kraj,133,https://laskar.sk,laskar@gaya.sk,guessed,ok
512419,Ležiachov,Martin,Žilinský kraj,146,https://www.obecleziachov.sk,info@obecleziachov.sk,guessed,ok
512435,Lipovec - Martin,Martin,Žilinský kraj,924,https://www.obeclipovec.sk,starosta@obeclipovec.sk,guessed,ok
512036,Martin,Martin,Žilinský kraj,53966,https://www.martin.sk,msu@martin.sk,guessed,ok
512478,Necpaly,Martin,Žilinský kraj,1002,https://www.necpaly.sk,info@necpaly.sk,guessed,ok
512486,Nolčovo,Martin,Žilinský kraj,255,https://www.nolcovo.sk,starosta@nolcovo.sk,guessed,ok
512508,Podhradie - Martin,Martin,Žilinský kraj,677,https://www.obecpodhradie.sk,info@obecpodhradie.sk,guessed,ok
512524,Príbovce,Martin,Žilinský kraj,1115,https://www.obecpribovce.sk,starosta@obecpribovce.sk,guessed,ok
512541,Rakovo,Martin,Žilinský kraj,379,https://rakovo.sk,obec@rakovo.sk,guessed,ok
512567,Ratkovo,Martin,Žilinský kraj,199,https://www.ratkovo.sk,starosta@ratkovo.sk,guessed,ok
512583,Sklabiňa,Martin,Žilinský kraj,625,https://www.obecsklabina.sk,bibiana.truchlikova@obecsklabina.sk,guessed,ok
512591,Sklabinský Podzámok,Martin,Žilinský kraj,183,https://www.sklabinskypodzamok.sk,obec@sklabinskypodzamok.sk,xls,ok
512613,Slovany,Martin,Žilinský kraj,449,https://www.obecslovany.sk,info@obecslovany.sk,guessed,ok
512630,Socovce,Martin,Žilinský kraj,239,https://socovce.sk,socovce@gmail.com,guessed,ok
512648,Sučany,Martin,Žilinský kraj,4718,https://www.sucany.sk,podatelna@sucany.sk,guessed,ok
512656,Šútovo,Martin,Žilinský kraj,515,https://www.obecsutovo.sk,podatelna@obecsutovo.sk,guessed,ok
512664,Trebostovo,Martin,Žilinský kraj,593,https://www.trebostovo.sk,trebostovo@trebostovo.sk,xls,ok
512672,Trnovo,Martin,Žilinský kraj,274,https://www.trnovo.sk,obec@trnovo.sk,guessed,ok
512681,Turany,Martin,Žilinský kraj,4266,https://www.turany.sk,turany@turany.sk,guessed,ok
512702,Turčianska Štiavnička,Martin,Žilinský kraj,941,https://www.turcianskastiavnicka.sk,obecturstiavnicka@stonline.sk,xls,ok
545961,Turčianske Jaseno,Martin,Žilinský kraj,414,http://turcianskejaseno.sk,obecjaseno@gaya.sk,xls,ok
512711,Turčianske Kľačany,Martin,Žilinský kraj,998,https://www.turcianskeklacany.sk,tklacany@centrum.sk,xls,ok
512737,Turčiansky Ďur,Martin,Žilinský kraj,171,,obecturcianskydur@centrum.sk,none,no_website
512753,Turčiansky Peter,Martin,Žilinský kraj,522,,ocu.turc.peter@gaya.sk,none,no_website
512761,Valča,Martin,Žilinský kraj,1765,https://www.obecvalca.sk,podatelna@obecvalca.sk,guessed,ok
512796,Vrícko,Martin,Žilinský kraj,454,https://www.vricko.sk,info@vricko.sk,guessed,ok
557358,Vrútky,Martin,Žilinský kraj,7740,https://www.vrutky.sk,info@vrutky.sk,guessed,ok
512834,Žabokreky,Martin,Žilinský kraj,1222,https://zabokreky.sk,info@zabokreky.sk,guessed,ok
512818,Záborie,Martin,Žilinský kraj,167,,vak@centrum.sk,none,no_website
520071,Brestov nad Laborcom,Medzilaborce,Prešovský kraj,109,https://ou.brestovnadlaborcom@zoznam.sk,ou.brestovnadlaborcom@zoznam.sk,minv,ok
520098,Čabalovce,Medzilaborce,Prešovský kraj,342,https://obeccabalovce@centrum.sk,obeccabalovce@centrum.sk,minv,ok
520101,Čabiny,Medzilaborce,Prešovský kraj,326,https://www.cabiny.sk,admin@cabiny.sk,guessed,ok
520128,Čertižné,Medzilaborce,Prešovský kraj,331,http://certizne.e-obce.sk,ocu.certizne@orangemail.sk,xls,ok
520187,Habura,Medzilaborce,Prešovský kraj,487,https://www.habura.sk,info@webex.sk,guessed,ok
520314,Kalinov,Medzilaborce,Prešovský kraj,261,https://www.kalinov.webnode.sk,obec_kalinov@orangemail.sk,xls,ok
520411,Krásny Brod,Medzilaborce,Prešovský kraj,490,https://www.krasnybrod.sk,ou.kbrod@stonline.sk,xls,ok
520471,Medzilaborce,Medzilaborce,Prešovský kraj,6518,https://www.medzilaborce-urad.sk,medzilaborce@stonline.sk,xls,ok
520519,Ňagov,Medzilaborce,Prešovský kraj,405,https://www.nagov.sk,podatelna@nagov.sk,guessed,ok
520578,Oľka,Medzilaborce,Prešovský kraj,266,http://www.olka.sk/uradna-tabula,obec.olka@mail.t-com.sk,guessed,ok
520586,Oľšinkov,Medzilaborce,Prešovský kraj,22,https://www.olsinkov.sk,obec.olsinkov@gmail.com,guessed,ok
520616,Palota,Medzilaborce,Prešovský kraj,198,https://www.palota.sk,nptsp.palota@gmail.com,guessed,ok
520691,Radvaň nad Laborcom,Medzilaborce,Prešovský kraj,550,https://www.obecradvan.estranky.sk,obecradovan@stonline.sk,xls,ok
520705,Repejov,Medzilaborce,Prešovský kraj,107,https://www.repejov.sk,starosta@repejov.sk,guessed,ok
559610,Rokytovce,Medzilaborce,Prešovský kraj,170,https://www.rokytovce.sk,info@webex.sk,guessed,ok
520713,Roškovce,Medzilaborce,Prešovský kraj,145,https://roskovce.sk,roskovce@zoznam.sk,guessed,ok
520853,Sukov,Medzilaborce,Prešovský kraj,157,https://www.sukov.sk,obecnyurad@sukov.sk,guessed,ok
520861,Svetlice,Medzilaborce,Prešovský kraj,96,https://www.obecsvetlice.sk,info@obecsvetlice.sk,guessed,ok
520951,Valentovce,Medzilaborce,Prešovský kraj,44,https://obecvalentovce@gmail.com,obec.valentovce@zoznam.sk,minv,ok
520993,Volica,Medzilaborce,Prešovský kraj,268,https://www.volica.sk,sekretariat@volica.sk,guessed,ok
521001,Výrava,Medzilaborce,Prešovský kraj,182,https://www.obecvyrava.sk,starosta@obecvyrava.sk,guessed,ok
521060,Zbojné,Medzilaborce,Prešovský kraj,162,https://zbojne.sk,obec@zbojne.sk,guessed,ok
521078,Zbudská Belá,Medzilaborce,Prešovský kraj,116,https://www.zbudskabela.wbl.sk,oumatuskazb@centrum.sk,xls,ok
522287,Bajany,Michalovce,Košický kraj,459,https://bajany.sk,oubajany@zoznam.sk,guessed,ok
522295,Bánovce nad Ondavou,Michalovce,Košický kraj,720,https://www.banovcenadondavou.sk,ocu.banovce@mail.t-com.sk,xls,ok
528137,Beša - Michalovce,Michalovce,Košický kraj,379,https://www.obecbesa.sk,starosta@obecbesa.sk,guessed,ok
522368,Bracovce,Michalovce,Košický kraj,933,https://www.obecbracovce.sk,obecbracovce@centrum.sk,guessed,ok
513857,Budince,Michalovce,Košický kraj,224,https://www.budince.sk,obecbudince@centrum.sk,xls,ok
522376,Budkovce,Michalovce,Košický kraj,1517,https://www.budkovce.sk,uhrina@centrum.sk,guessed,ok
522392,Čečehov,Michalovce,Košický kraj,390,https://cecehov.sk,emilia.vajdova@cecehov.sk,guessed,ok
528277,Čičarovce,Michalovce,Košický kraj,884,https://www.obeccicarovce.sk,cicarovce@atknet.sk,guessed,ok
528307,Čierne Pole,Michalovce,Košický kraj,353,https://www.ciernepole.sk,ciernepole@centrum.sk,xls,ok
528331,Drahňov,Michalovce,Košický kraj,1581,https://www.drahnov.sk,info@drahnov.sk,guessed,ok
522406,Dúbravka,Michalovce,Košický kraj,683,https://www.dubravka.sk,info@dubravka.sk,guessed,ok
522414,Falkušovce,Michalovce,Košický kraj,658,https://www.obecfalkusovce.sk,info@webex.sk,guessed,ok
522431,Hatalov,Michalovce,Košický kraj,742,https://www.hatalov.sk,obec.hatalov@gmail.com,guessed,ok
522449,Hažín,Michalovce,Košický kraj,479,https://www.hazin.sk,sekretariat@hazin.sk,guessed,ok
522465,Hnojné,Michalovce,Košický kraj,220,https://www.hnojne.sk,info@hnojne.sk,guessed,ok
522481,Horovce - Michalovce,Michalovce,Košický kraj,857,https://www.obechorovce.sk,obec@obechorovce.sk,guessed,ok
522511,Iňačovce,Michalovce,Košický kraj,795,https://obecinacovce.sk,obecinacovce@lekosonline.sk,guessed,ok
528391,Ižkovce,Michalovce,Košický kraj,91,https://www.obecizkovce.sk,sekretariat@obecizkovce.sk,guessed,ok
522546,Jastrabie pri Michalovciach,Michalovce,Košický kraj,286,https://www.jastrabieprimichalovciach.ocu.sk,obecjastrabie@gmail.com,xls,ok
522562,Jovsa,Michalovce,Košický kraj,829,https://www.obecjovsa.sk,starosta@obecjovsa.sk,guessed,ok
522571,Kačanov,Michalovce,Košický kraj,487,https://www.kacanov.sk,ocu.kacanov@kacanov.sk,guessed,ok
522589,Kaluža,Michalovce,Košický kraj,427,https://www.kaluza.sk,sekretariat@kaluza.sk,guessed,ok
528404,Kapušianske Kľačany,Michalovce,Košický kraj,962,https://www.kapusianskeklacany.sk,obeck.klacany@gmail.com,xls,ok
522597,Klokočov - Michalovce,Michalovce,Košický kraj,429,https://www.klokocov.sk,,guessed,no_email
522651,Krásnovce,Michalovce,Košický kraj,628,https://krasnovce.eu,info@krasnovce.sk,guessed,ok
528463,Krišovská Liesková,Michalovce,Košický kraj,938,https://www.krisovskalieskova.ocu.sk,ocu-krl1@copusnet.net,xls,ok
522686,Kusín,Michalovce,Košický kraj,345,https://www.kusin.sk,info@kusin.sk,guessed,ok
522708,Laškovce,Michalovce,Košický kraj,703,https://obeclaskovce.sk,ocu.laskovce@gmail.com,guessed,ok
522694,Lastomír,Michalovce,Košický kraj,1220,https://obeclastomir.sk,ocu.lastomir@minet.sk,guessed,ok
522724,Lesné,Michalovce,Košický kraj,448,https://lesne.sk,obeclesne@gmail.com,guessed,ok
522732,Ložín,Michalovce,Košický kraj,826,https://obeclozin.sk,podatelna@obeclozin.sk,guessed,ok
522741,Lúčky - Michalovce,Michalovce,Košický kraj,601,https://obeclucky.sk,,guessed,no_email
522759,Malčice,Michalovce,Košický kraj,1520,https://www.obecmalcice.sk,info@obecmalcice.sk,guessed,ok
522767,Malé Raškovce,Michalovce,Košický kraj,227,https://www.maleraskovce.sk,starosta@maleraskovce.sk,xls,ok
522783,Markovce,Michalovce,Košický kraj,1037,https://www.markovce.eu,starosta@markovce.eu,xls,ok
528579,Maťovské Vojkovce,Michalovce,Košický kraj,648,https://www.matovskevojkovce.ocu.sk,obecmatovskevojkovce@stonline.sk,xls,ok
522279,Michalovce,Michalovce,Košický kraj,38612,https://www.michalovce.sk/sk,viliam.zahorcak@msumi.sk,guessed,ok
522791,Moravany,Michalovce,Košický kraj,1046,https://www.obecmoravany.sk,starosta@obecmoravany.sk,guessed,ok
522805,Nacina Ves,Michalovce,Košický kraj,1805,https://www.nacinaves.ocu.sk,ocu-nacinaves@dalnet.sk,xls,ok
528633,Oborín,Michalovce,Košický kraj,731,https://www.oborin.sk,starosta@oborin.sk,guessed,ok
522848,Oreské - Michalovce,Michalovce,Košický kraj,473,https://obecoreske.sk,oreskeocu@gmail.com,guessed,ok
522864,Palín,Michalovce,Košický kraj,894,https://www.palin.ocu.sk,oupalin@minet.sk,xls,ok
522872,Pavlovce nad Uhom,Michalovce,Košický kraj,4694,https://www.pavlovce.sk,pavlovce@pavlovce.sk,xls,ok
522881,Petrikovce,Michalovce,Košický kraj,193,https://petrikovce.sk,obec@petrikovce.sk,guessed,ok
522902,Petrovce nad Laborcom,Michalovce,Košický kraj,1061,https://www.obecpnl.eu,ocu_petrovce@dalnet.sk,xls,ok
522945,Poruba pod Vihorlatom,Michalovce,Košický kraj,604,https://www.poruba.eu,poruba@poruba.eu,xls,ok
522961,Pozdišovce,Michalovce,Košický kraj,1324,https://www.pozdisovce.sk,ocu.pozdisovce@inmail.sk,guessed,ok
528692,Ptrukša,Michalovce,Košický kraj,465,https://ptruksa.sk,obec@ptruksa.sk,guessed,ok
522988,Pusté Čemerné,Michalovce,Košický kraj,368,,pustecemerne@minet.sk,none,no_website
522996,Rakovec nad Ondavou,Michalovce,Košický kraj,1058,https://www.rakovecnadondavou.ocu.sk,ocurakovec@stonline.sk,xls,ok
528714,Ruská,Michalovce,Košický kraj,587,https://www.ruska.sk,podatelna@ruska.sk,guessed,ok
523151,Šamudovce,Michalovce,Košický kraj,652,https://www.obecsamudovce.sk,starosta@obecsamudovce.sk,guessed,ok
523054,Senné - Michalovce,Michalovce,Košický kraj,717,https://www.obecsenne.sk,info@webex.sk,guessed,ok
523062,Slavkovce,Michalovce,Košický kraj,704,https://obecslavkovce.sk,starosta@obecslavkovce.sk,guessed,ok
523071,Sliepkovce,Michalovce,Košický kraj,743,https://www.obecsliepkovce.sk,podatelna@obecsliepkovce.sk,guessed,ok
523097,Staré,Michalovce,Košický kraj,765,https://www.obecstare.sk,info@obecstare.sk,guessed,ok
523101,Strážske,Michalovce,Košický kraj,4220,https://strazske.sk,primator@strazske.sk,guessed,ok
523119,Stretava,Michalovce,Košický kraj,702,https://www.stretava.sk,info@stretava.sk,guessed,ok
523127,Stretavka,Michalovce,Košický kraj,166,https://obecstretavka.sk,starosta@obecstretavka.sk,guessed,ok
523135,Suché,Michalovce,Košický kraj,409,https://www.obecsuche.sk,info@obecsuche.sk,guessed,ok
523186,Trhovište,Michalovce,Košický kraj,2052,https://www.trhoviste.sk,info@obectrhoviste.sk,guessed,ok
523194,Trnava pri Laborci,Michalovce,Košický kraj,576,https://www.trnavaprilaborci.sk,ocu@trnavaprilaborci.sk,xls,ok
523208,Tušice,Michalovce,Košický kraj,674,https://obectusice.sk,starosta@obectusice.sk,guessed,ok
523216,Tušická Nová Ves,Michalovce,Košický kraj,527,https://www.tusickanovaves.sk,starosta@tusickanovaves.sk,xls,ok
543853,Veľké Kapušany,Michalovce,Košický kraj,8836,https://www.vkapusany.sk,podatelna@vkapusany.sk,xls,ok
543870,Veľké Raškovce,Michalovce,Košický kraj,297,https://www.velkeraskovce.sk,elmer.jakab@velkeraskovce.sk,xls,ok
543888,Veľké Slemence,Michalovce,Košický kraj,569,https://www.nagyszelmenc.sk,slemence@post.sk,xls,ok
523259,Vinné,Michalovce,Košický kraj,1924,https://www.vinne.sk,info@vinne.sk,guessed,ok
543942,Vojany,Michalovce,Košický kraj,901,https://www.vojany.sk,sekretariat@vojany.sk,guessed,ok
523275,Voľa,Michalovce,Košický kraj,264,https://obecvola.sk,obecvola@gmail.com,guessed,ok
